query,video_id,text,likes,pos,neg,neu,compound,sentiment,teams,cities
Argentina World Cup 2026,nrNuQC2vaU0,The little boy from Rosario Argentina 🇦🇷 has finally won his life's mission,303,0.236,0.0,0.764,0.5719,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"The trophy was sad and then smiled when the goat held it,this is wholesome.",130,0.188,0.167,0.645,0.1027,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Esos años no pudo pero este era"" El año de la escaloneta y de messi""🏆🇦🇷⚽️",67,0.0,0.115,0.885,-0.296,Negative,['Argentina'],['Los Angeles']
Argentina World Cup 2026,nrNuQC2vaU0,He tried his best to reclaim World Cup trophy which used to loses in past. King Leo 🦁,10,0.179,0.098,0.723,0.4404,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"After all these years of fighting, messi has finally won it ⭐⭐⭐",6,0.203,0.137,0.659,0.296,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,Te lo mereces pibe!!❤ Siempre humilde y luchador!! 🇦🇷,157,0.349,0.0,0.651,0.7482,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Messi es un guerrero desde 2006 tratando de ganar el trofeo y en 2022 al final de su carrera de copa lo gana, se lo merece. Te amo Messi❤",39,0.123,0.0,0.877,0.6369,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,I aint a fan of football but these animations are beautifull.,68,0.0,0.129,0.871,-0.1232,Negative,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"16 years straight... wow man, such a lot of time and effort",183,0.363,0.0,0.637,0.6908,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,Leo taught me a lesson that I don't give up in my life,41,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,He worked so hard😭,1267,0.0,0.511,0.489,-0.6405,Negative,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"jogou com tudo o que tinha e venceu! foi a melhor final da história.
👏👏👏",85,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"He's so cute and worked so hard all his life for this , MESSI IS THE GOAT , HUGE W🐐🇦🇷",80,0.242,0.071,0.687,0.6662,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,The cup smiles when Leo grabs it :),301,0.504,0.0,0.496,0.7269,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,I almost cried at the scene of the trophy flying away while Messi is looking at it with a sad look on his face,84,0.0,0.197,0.803,-0.6605,Negative,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,Me laughing in the backround when he is like i am not letting you escape that easy and then starts flying to the wc trophy,5,0.276,0.049,0.675,0.7954,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Hacia el infinito,y más allá The King Lionel 🤴🇦🇷",21,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"I love the transition of his hair and facial hair as he ages, it really depicts that",11,0.208,0.0,0.792,0.6369,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,Messi just walked years and years he deserves everything that he earned respect 🙏😞,2,0.146,0.146,0.708,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"When you have a dream to win it comes true
-Lionel Messi
(Edit:and yes i liked my comment)",79,0.52,0.0,0.48,0.9201,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,La copa se puso feliz cuando Messi la agarro,5,0.0,0.0,1.0,0.0,Neutral,['Argentina'],['Los Angeles']
Argentina World Cup 2026,nrNuQC2vaU0,Messi has shown us that dream can be achieved with passion and practice and never stop working hard,2,0.369,0.0,0.631,0.7339,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Ptm me encanta lo tierno que lo dibuja, es tan LINDOOO",48,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Lo logro señor LIONEL ANDRÉS MESSI.
LO LOGRE.",7,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,Se dieron cuenta que cuando Messi aún no hagarraba la copa del mundo la cara de la personita pintada sosteniendo el planeta estaba triste y cuando Messi la hagarra está feliz,1,0.0,0.068,0.932,-0.296,Negative,['Argentina'],['Los Angeles']
Argentina World Cup 2026,nrNuQC2vaU0,"I have a feeling that the beginning of this video was made in case Messi loses the cup. I felt for a moment that I had been in a reality where the sad ending happened, it destroyed me",132,0.034,0.195,0.771,-0.7964,Negative,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,The face in the trophy 🏆 wasn’t happy but then when Messi got it he’s happy,14,0.346,0.0,0.654,0.8126,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,If at the end Omar Momani  would have used the 'Muchachos' music...this would be a Golazo.,4,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,We felt so sad when he fell! Then he hugged the cup❤️,128,0.142,0.226,0.632,-0.3784,Negative,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,i like the detail of the trophy being sad until it smiles when messi gets it,20,0.258,0.143,0.599,0.3612,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Honestly, if he lost the final I would have cried for him",2,0.178,0.29,0.533,-0.2263,Negative,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,"En Argentina nací
tierra del Diego y Lionel
de los pibes de Malvinas
que jamás olvidaré

No te lo puedo explicar
porque no vas a entender
las finales que perdimos
cuantos años la lloré

Pero eso se terminó
porque en el Maracaná
la final con los brazucas
la volvió a ganar papá

Muchachos
ahora nos volvimos a ilusionar
quiero ganar la tercera
quiero ser campeón mundial

Y al Diego
desde el cielo lo podemos ver
con Don Diego y La Tota
alentándolo a Lionel.",25,0.0,0.051,0.949,-0.5267,Negative,['Argentina'],['Los Angeles']
Argentina World Cup 2026,nrNuQC2vaU0,"""The trophy is passed in the hands of The GENIUS """,20,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,Cuantos años la peleaste y al final te se dió capo!!!🏆⭐⭐⭐💙🤍💙,2,0.22,0.0,0.78,0.7249,Positive,[],['Los Angeles']
Argentina World Cup 2026,nrNuQC2vaU0,I love how there is a little face on the trophy and how at the end it is happy that the goat got it,23,0.264,0.0,0.736,0.836,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,The way he fly and hug it 😭,226,0.218,0.218,0.563,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,If you look closely 2006 2014 and 2018 trophies have sad faces on them but 2022 has a happy face,1,0.201,0.082,0.717,0.6124,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,After many years he finally won the FIFA world cup..MESSI IS THE GOAT❤️,17,0.209,0.0,0.791,0.5719,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"I cried when I watched the video. To Messi, u deserve it",3,0.0,0.191,0.809,-0.3818,Negative,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,When Messi was chasing it the World Cup had a sad face but when he got it turned into a happy😂😂😂😂😂,42,0.394,0.175,0.431,0.9757,Positive,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,"Bro, should've been his team carrying him to the cup",8,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,❤❤❤🇦🇷🇦🇷🇦🇷👍👍😭😭He deserves it,14,0.294,0.217,0.49,0.4939,Positive,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,If you realised when messi was chasing the wc there was a sad face and when he got the wc there was a smile on the wc,1,0.082,0.101,0.817,-0.1531,Negative,['Argentina'],[]
Argentina World Cup 2026,nrNuQC2vaU0,The goat finally got it,122,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,nrNuQC2vaU0,He so cute 😭,14,0.309,0.316,0.375,-0.0183,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,CR7💗💗💗💗💗💗💗💗💗💗💗💗,12,0.986,0.0,0.014,0.9966,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,I love you messi or Ronaldo,6,0.457,0.0,0.543,0.6369,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,"the part when i think messi fell with the ball, made me want like : 😮 * almost cried*",7,0.151,0.092,0.757,0.1263,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,Ronaldo  hebat sampai  🇵🇹   bintang ✌👑,4,0.314,0.0,0.686,0.4939,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Nice runaldo,6,0.737,0.0,0.263,0.4215,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Bro created his own happiness,196,0.651,0.0,0.349,0.6808,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Editan nya bagus sekali bg,10,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Cr7 ❤❤❤❤❤🎉🎉😮😮😮😊😊,5,0.596,0.0,0.404,0.9902,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,"Accuarcy:0%

How much I want that to happen:100%",1,0.157,0.0,0.843,0.0772,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,"wow, in 2026 argentina still has two stars",6,0.352,0.0,0.648,0.5859,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,as if Pepe was still playing there,13,0.231,0.0,0.769,0.2023,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,RONALDO ❤❤❤❤❤❤❤❤❤😊MALADES FUTBOLIS,28,0.758,0.0,0.242,0.9931,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,I love RONALDO AND MESSI,1,0.512,0.0,0.488,0.6369,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,Ronaldo selalu dihati,7,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Portugal selalu dihatiku❤️❤️❤️❤️,8,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Senang banget Ronaldo menang ❤❤❤❤❤❤❤❤❤❤❤,2,0.755,0.0,0.245,0.994,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Portugal Ayo menang RONALDO❤,3,0.457,0.0,0.543,0.6369,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Wonder Full match,16,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,"Ronaldo menang tapi yang buat sedih
Messi sampai jatoh karna mau menang kasian banget kan apalagi 
Kawan messi nangis😢",1,0.0,0.134,0.866,-0.4767,Negative,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,We love Ronaldo & messi,19,0.512,0.0,0.488,0.6369,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,Do something real bro,7,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Retirement has joined the chat.,11,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,super editingh Bro,13,0.661,0.0,0.339,0.5994,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Portugal 🇵🇹,11,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Nice edit 👌 👍 👏 😍,7,0.599,0.0,0.401,0.8986,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,wow.....😀😀😀,5,0.79,0.0,0.21,0.8834,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,kedua dua nye sangat baik sekali siapa sokong,14,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,Ronaldo ke  aku  pils  😅likedi  bawah👇🇵🇹🇮🇩❤❤,3,0.438,0.0,0.562,0.8979,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,the greatest ronaldo,33,0.677,0.0,0.323,0.6369,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Messicr7😢😢😢😢😢😢😢😢😢😢,2,0.0,0.738,0.262,-0.9834,Negative,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,"As a Messi fan, this should be how the 2026 WC Final should be. Ronaldo deserves the trophy ❤",44,0.265,0.0,0.735,0.7579,Positive,['Argentina'],[]
Argentina World Cup 2026,kzErObF0-NE,imagine this happend ❤❤❤,20,0.677,0.0,0.323,0.9274,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,Ronaldo7🇵🇹⚽️🥇🏆🏅🎮🎮🎮🎮🎮,18,0.267,0.0,0.733,0.7351,Positive,[],[]
Argentina World Cup 2026,kzErObF0-NE,2022 saudades,1,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,kzErObF0-NE,"Ronaldo you are perfect for football
Finally you did it 😢😢😢😢",12,0.127,0.426,0.447,-0.8271,Negative,[],[]
Argentina World Cup 2026,kzErObF0-NE,Ronaldo have no dad. Enter a new dad :(,1,0.0,0.421,0.579,-0.6249,Negative,[],[]
Argentina World Cup 2026,kzErObF0-NE,Very unexpected moment iny life,9,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Julian Alvarez was so insanely up for the task. What a player. Messi deserved a number 9 like him to win the World Cup with.,1619,0.257,0.0,0.743,0.765,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Messi played like he was 19 again in this entire World Cup. WHAT A PERFORMANCE!!!,1943,0.308,0.0,0.692,0.6981,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"A magical dribble that deflects pressure away from defenders... at 35, Messi is still going strong! He continues to create legends today!!",4525,0.273,0.079,0.648,0.6571,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Nothing but a huge respect to the football nation of Croatia. Such a small country (less than 4 mln population) and such a big name in the modern football.,8131,0.124,0.073,0.804,0.4033,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,2022 is basically a redemption arc for Argentina especially Messi. He got his revenge against Croatia and France following the predecessor event,4239,0.0,0.139,0.861,-0.5267,Negative,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,It must be a dream come true for Alvarez to be in the national team playing with his childhood idol Messi in the world cup final.,495,0.223,0.0,0.777,0.6808,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Messi at 2014 FIFA World Cup: 4 Goals, 1 Assist
Messi at 2022 FIFA World Cup: 7 Goals, 3 Assists",6618,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,The third goal assist from Messi was pure gold!,1914,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,I still remember how I felt when I saw messi running and dribbling gvardiol. magic moment,57,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I can't believe Messi is 35 years old
his dribbling and passes are next level!",3845,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,That Alvarez goal was so sensational 😭😭😭🎩🎩🎩🎩he kept on running & running,2832,0.191,0.253,0.556,-0.6557,Negative,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"That assist from Messi is pure footballing magic that belongs in a different universe altogether. And then there are people who say Messi robbed the Ballon D'or. Even if you take out stats, trophies and every other factor except for football instinct and IQ, Messi at 35 years of age is superior to any player that has ever kicked a ball in the last 2 decades or even more.",293,0.049,0.0,0.951,0.5423,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I'm french, so obviously i'm gonna root for France in the final, but if Argentina wins i won't even be that disapointed : Messi is the next level of football, seing him raise the cup would be unbelievable.",4448,0.168,0.0,0.832,0.8047,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,People may not notice but it was also Messi's crucial touch that set Alvarez on his way for his first goal. A little less distance covered from Alvarez and it would be a second assist for Messi. Can't believe this guy is a second striker to Haaland. He needs first team football,755,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Ronaldo fans are still arguing that the World cup was rigged.😂 . Delusional fan based,1600,0.214,0.26,0.526,-0.0772,Negative,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,The run from molina to open space for alvarez is underrated,230,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I don't know why I am in awe or even writing this in the first place. Football isn't even my sport but that man with the #10 jersey on Argentina will always have my admiration and respect. Above being, arguably, the greatest ever to play the sport, his humility and hardwork drawn me to the game.

Muchas gracias Messi por tu existencia. I am grateful that I live and witness how great you are in my time.

MUCHAS GRACIAS, MESSI. VAMOS ARGENTINA! 🇦🇷

MABUHAY KA, MESSI! MABUHAY ANG ARGENTINA! 💙🇦🇷

Mu",1317,0.278,0.019,0.704,0.9903,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Lionel Messi Is The Goat Of Football,42,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I'm really happy that Croatia have made it this far, they played against my country in the round of 16 and they were a great and strong team. Please be proud 🙏 Respect from Japan",435,0.435,0.0,0.565,0.9694,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,3rd goal was equal to 2 goals..!! Beautiful Messi..!,526,0.374,0.0,0.626,0.6981,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Nothing but a huge respect to the football nation of Croatia,21,0.266,0.157,0.577,0.4033,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Not sure if many noticed this....Argentina beat Croatia 3–0 and France 4–3, the exact same scores they had lost by against these teams back in 2018.",14,0.0,0.151,0.849,-0.5043,Negative,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"This was one of the best world cup performances of all time by messi, at the level of zidan vs brazil etc for me.",630,0.154,0.0,0.846,0.6369,Positive,"['Argentina', 'Brazil']",[]
Argentina World Cup 2026,gbkgbbKZ1CA,All the best Croatia. Despite you loosing to Argentina I still love you you Croatian team and Croatian country. All the best during Moroccan game. Petronella from Zambia,33,0.335,0.0,0.665,0.9274,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Soy marroquí y apoyaré a Argentina.🇲🇦🇦🇷Messi para siempre ❤️,132,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,This doesn't feel right without maradonna going crazy in the stands I miss that 😂,549,0.24,0.144,0.616,0.5165,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I am so happy to see Argentina with Messi back into the world cup final again, after failing in 2014, I hope that this year Argentina can become world champions. greetings from Indonesia 🇮🇩♥️🇦🇷",322,0.351,0.064,0.584,0.9407,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,1 year ago tomorrow. Magical Messi❤,16,0.375,0.0,0.625,0.6369,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"2018 : Argentina 0-3 croatia
2022: Argentina 3-0 croatia",433,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Come back here just to appreciate Nahuel Molina's full sprint that made Croatia defense in crumbles on Julian Alvarez first goal.,68,0.181,0.0,0.819,0.4939,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,I love Molina's run on the second goal he takes one defender with him to the left and the other steps to his left slightly and opens up space for Alvarez to the right.  Molina was approx 20 yards behind Alvarez when Messi gets the ball to him!  At 0:40 he literally puts his head down and just busts forward.  Loved his effort all the matches I saw him.,51,0.129,0.0,0.871,0.8687,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Man messi's assists were insane this match,95,0.0,0.31,0.69,-0.4019,Negative,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Lets hope that this time Messi can actually win it, he and the whole team deserve it",845,0.309,0.0,0.691,0.7717,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,This is why Barcelona must sign Alvarez,9,0.0,0.0,1.0,0.0,Neutral,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Messi's magical goals and magical assists Worth watching 🔥🔥🇦🇷🇦🇷🇦🇷,248,0.154,0.195,0.65,-0.128,Negative,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Sou brasileiro e estou torcendo por vcs hermanos, essa copa ninguém tira de vcs 🙏 time de guerreiro 🇧🇷🇦🇷",429,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Julian Alvarez and Messi both  showed promising and great moments in the game.,9,0.382,0.0,0.618,0.7783,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Los venezolanos todos apoyando a Argentina, al gran Messi, a la gran selección, y al triunfo muy merecido que necesitan mis amados hermanos argentinos. Fuerza hasta el final y viva Argentina🇦🇷",152,0.0,0.0,1.0,0.0,Neutral,['Argentina'],['Los Angeles']
Argentina World Cup 2026,gbkgbbKZ1CA,Julian Alvaraz Fantastic solo Goal and Messi's Powerful penalty and third goal Asist was such a Magic 🇦🇷👍💚 this is the sixth time Argentina reach in to the finals 👍,232,0.262,0.067,0.671,0.8271,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,I feel honored to witness the greatest of all time play football.,8,0.536,0.0,0.464,0.886,Positive,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"SOU BRASILEIRO E APOIO A ARGENTINA NA FINAL
Deixando de lado a rivalidade Brasil x Argentina. Vamos torcer para os nossos vizinhos.
MESSI > ALL",245,0.0,0.0,1.0,0.0,Neutral,"['Argentina', 'Brazil']",[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Julian Alvarez the missing piece of an art, Argentina finally find.",11,0.0,0.18,0.82,-0.296,Negative,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Álvarez y Messi 🔥😍❤🇦🇷🎉,12,0.333,0.14,0.526,0.5106,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"Great joy for Messi and for Argentina!  🇦🇷 
I wish Argentina victory in the championship!",117,0.561,0.0,0.439,0.9335,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Messi is the all time greatest football player of the world..prove me wrong! Jai Nepal🇳🇵❤️ 🇦🇷,17,0.19,0.131,0.678,0.3382,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Though alvarez is only 22 years old but he is a telented and skilled player💥,11,0.0,0.178,0.822,-0.5023,Negative,[],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Love how alvarez run into messi after dat assist nd goal he ddnt run celebrating alone but str8 to messi nd gave him a hug wat a respect.,161,0.351,0.04,0.609,0.9144,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,One more game & the dream will finally be fulfilled. France will be tough but if this team gives their everything on the pitch nothing is impossible. Vamos Argentina. 🇦🇷💙💙💙💙,145,0.452,0.021,0.527,0.9824,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,"I feel bad for Modric, he is mvp of every match,he is a legend, a maestro in midfield, but it's true that neither team can win, congrats to Messi and Argentina you are in the final, vamos Argentina 🇦🇷",65,0.167,0.128,0.705,0.4482,Positive,['Argentina'],[]
Argentina World Cup 2026,gbkgbbKZ1CA,Messi and Alvaerez 🔥🔥❤,54,0.323,0.369,0.308,0.1027,Positive,['Argentina'],[]
Mexico World Cup 2026,wG0FEzLKOr4,I love the song😅,5,0.528,0.0,0.472,0.7717,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Fofo demais isso beijinhos dois❤❤❤❤😊😊😊,5,0.659,0.0,0.341,0.988,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Runaaldo❤7abel 2😅😊,15,0.459,0.0,0.541,0.8176,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,The production quality is really helpful I will definitely recommend this.,1,0.509,0.0,0.491,0.807,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Los dos ❤❤❤❤❤❤🎉🎉🎉🎉,46,0.75,0.0,0.25,0.9891,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Messi 🎉 yamal 🇪🇸🇦🇷😊❤❤❤💙💙💙,4,0.723,0.0,0.277,0.9881,Positive,['Argentina'],[]
Mexico World Cup 2026,wG0FEzLKOr4,Ronaldo😊😊😊😊🎉🎉🎉❤❤❤❤,5,0.71,0.0,0.29,0.9935,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,The production quality is very impressive It helped me understand better.,1,0.419,0.0,0.581,0.7574,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Team Ronaldo 🔥 - Team Messi ⚽ ?,9,0.0,0.231,0.769,-0.34,Negative,['Argentina'],[]
Mexico World Cup 2026,wG0FEzLKOr4,رونالدو دوست دارم مسی دوست دارم,3,0.0,0.0,1.0,0.0,Neutral,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,This tutorial is amazing I really appreciate the effort.,0,0.492,0.0,0.508,0.7778,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,❤❤❤❤❤❤❤❤❤❤❤❤,8,0.808,0.0,0.192,0.995,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Your explanation is well made It made my day better.,0,0.385,0.0,0.615,0.6124,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Tocho que te paso 5,21,0.0,0.0,1.0,0.0,Neutral,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Mk is going on a walk with the kids and she is so excited for her birthday so she will be home,5,0.129,0.0,0.871,0.4795,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,they must share the trophy 🏆,12,0.306,0.0,0.694,0.296,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,The content is top notch I enjoyed every second of it.,0,0.362,0.0,0.638,0.6249,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Ronald cr7 ofc do you agree with me 👇👇👇👇,16,0.098,0.0,0.902,0.3612,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,The content is well made I enjoyed every second of it.,0,0.375,0.0,0.625,0.6597,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,i love you messi and ronaldo,1,0.457,0.0,0.543,0.6369,Positive,['Argentina'],[]
Mexico World Cup 2026,wG0FEzLKOr4,Aaaammooooooooooo essa música,0,0.0,0.0,1.0,0.0,Neutral,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,The editing is well made I enjoyed every second of it.,1,0.375,0.0,0.625,0.6597,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Cool 😎😎😎😎😎😎😎😎😎😊,0,0.541,0.0,0.459,0.9865,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,7😂😅   10❤🎉😢😊OP,1,0.503,0.131,0.366,0.9349,Positive,[],[]
Mexico World Cup 2026,wG0FEzLKOr4,Rona.   Ido.  😊😊😊🎉😂🎉,0,0.603,0.042,0.355,0.9758,Positive,[],[]
