query,video_id,text,likes,pos,neg,neu,compound,sentiment,teams,cities
FIFA World Cup 2026,pRpeEdMmmQ0,Who came here after seeing Shakira announcement of 2026 world cup song with Burna Boy dropping on may 14,5853,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,SHAKIRA PLS COME BACK FOR THE WORLD CUP 😭,6056,0.144,0.219,0.637,-0.2656,Negative,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Listening to this masterpiece after FIFA World Cup 2026 song. 💀,23885,0.328,0.0,0.672,0.7073,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"After 11 years
I was a child still I remember those days
When it was the African World Cup
But this song never gonna die",2406,0.15,0.0,0.85,0.6392,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,The most memorable world cup times that will not be repeated in a lifetime. Thanks to Shakira and team 🙏,543,0.127,0.0,0.873,0.4404,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"2010 - 2020
Esta música sempre me toca, não importa quanto tempo passe.",7646,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Who is watching this today???,2,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"This song is really the best, it has been 10 years but it still doesn’t get old. And it is really close to 3 billion views.",711,0.099,0.0,0.901,0.4096,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,15 years later if you're watching this means you're a legend,514,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Yay Shakira you did it your first one billion views video,144,0.254,0.0,0.746,0.5267,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,It's been 12 years after this song and it still gives goosebumps when i listen.....what a evergreen song it will be the best world cup forever ❤️,945,0.135,0.0,0.865,0.6369,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"The wait for 2018 World Cup is almost over

Still can't believe it was 8 years ago",2250,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Anyone May 16?,40,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,No one can beat this song still love this song no matter how old is this #WAKAWAKA😻😘,1667,0.292,0.096,0.613,0.8283,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,La mejor canción para una copa del mundo 2010 de los mejores años aveces quisiera volver al pasado verme y recordar esos momentos el tiempo y los años pasan muy rápidos,222,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Te gustaría ver a shakira en el mundial qatar 2022 ? 
Espero sus respuestas y ojalá este comentario se haga viral ♥️ .",136,0.154,0.0,0.846,0.6369,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"You're a good soldier
Choosing your battles
Pick yourself up and dust yourself off
And back in the saddle
You're on the front line
Everyone's watching
You know it's serious, we are getting closer
This isn't over
The pressure's on, you feel it
But you got it all, believe it
When you fall, get up, oh oh
And if you fall, get up, eh eh
Tsamina mina zangalewa
'Cause this is Africa
Tsamina mina, eh eh
Waka waka, eh eh
Tsamina mina zangalewa
This time for Africa
Listen to your God, this is our motto
Yo",218,0.022,0.01,0.968,0.5955,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Back here after 10 years!Who is here too,is a true legend.

edit: tysm for that a lot of likes!!",348,0.276,0.0,0.724,0.7562,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Essa música, ainda é, a melhor de todas as copas!!!!!🇧🇷❤🇧🇷",656,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Guys, I have some good news: Shakira has written a song for the 2026 World Cup!",10,0.175,0.0,0.825,0.4926,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Someone watching this on 12th may 2026,2745,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"SHAKIRA SHOULD BE THE OFFICIAL VOICE OF ALL THE WORLD CUPS 🏆⚽🔥🎤
go in sooo hard on this right here, She isnt like all these other artists who just be using that *IGROCKET dawwwt cawwww* to get their followerz up like bhad baby did to go big",586,0.045,0.107,0.848,-0.3421,Negative,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,No I didn't come here because of blackpink's rose..... Came here cause this is the best world cup song. Period.,844,0.172,0.09,0.738,0.4588,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"2019, still in love with this",373,0.457,0.0,0.543,0.6369,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"""We didn't realize we were making memories, we just knew we were having fun.""
-Winnie The Pooh",12278,0.171,0.0,0.829,0.5106,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"""APRIL 2026 let's see how many legends are listening to this masterpiece, still one of the most popular songs ever even after 15 year's!""",712,0.273,0.0,0.727,0.8504,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,This Time For Africa.... Who All Like The Song Like Here,160,0.357,0.0,0.643,0.6124,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,This song brings memories back .... time flies,1926,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"If you're watching this in 2022,I love you and you're not alone.",3829,0.373,0.0,0.627,0.7131,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"10 years old me at that time:
Listening this song Louder 
Dribbling Football around the Ground
No Stress
No Social Media
Those were the days ❤⚽",1540,0.245,0.0,0.755,0.8136,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Давно это было, но какой Красивый Клип!!! Хочется танцевать, но... нас сейчас в крови купают... может, когда-то вернемся... к Нормальной Человеческой Жизни... Всем счастья и отсутствия войны... Ну а Шакира... ну, она - Звезда!!!",261,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,This song and waving flag are the best wc songs like if you agree,177,0.455,0.0,0.545,0.8481,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,12 años después y sigue siendo la preferida del mundo entero en los mundiales.,204,0.0,0.0,1.0,0.0,Neutral,[],['Los Angeles']
FIFA World Cup 2026,pRpeEdMmmQ0,There was just so much color in 2010 to 2018,2,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Nn sou Áfricana mas amo essa música ❤🇧🇷🇧🇷🇧🇷,536,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Quem está escutando essa música, em pleno 2020 em dezembro?",254,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Shakira é perfeita! Deveria ser a cantora oficial das copas ❤,214,0.29,0.0,0.71,0.6696,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"No matter how many FIFA World Cups we witness or how many official songs are released, this will always remain the greatest, most iconic, and unforgettable FIFA anthem of all time.
Waka Waka",5,0.116,0.03,0.855,0.6281,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,why so many dislikes? she's amazing! and this song is also amazing. I love Shakira :),283,0.519,0.102,0.378,0.9203,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,*Éramos felizes e não sabíamos...* fico triste pela atual situação do mundo ;(,197,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Anyone Still Listening This Song in  16/6/ 2018??&Any Song Cannot Defeat That Song😍😍😍,174,0.361,0.0,0.639,0.8966,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,2026 and still a banger,3,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"it's Octorber 2021, lets see how many legends are listening to this masterpiece.",371,0.289,0.0,0.711,0.7073,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Love from india 🇮🇳 🇮🇳🇮🇳 love this song ❣️❣️❤️,182,0.583,0.0,0.417,0.9571,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Dá tempo de trocar a música oficial da Copa deste ano?,140,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Anyone here in May 2026?,1,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Now this is a wc song, lighter sound like a ford truck ad",2897,0.172,0.0,0.828,0.3612,Positive,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"Mesmo em 2021 assistindo da uma nostalgia e um arrepio, melhor musica disparada, nunca vai ter igual...",421,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,"10 anos misericórdia, lembro como se fosse omtem quando so tocava essa musica",272,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,pRpeEdMmmQ0,Anyone Here After dai dai from Shakira. Dai dai saved the world Cup 2026🎉,10,0.282,0.0,0.718,0.6705,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Who came here after known bts will be performed final  halftime show this world cup show!!!!,2174,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Here after finding out Jungkook will be back and perform at the FIFA World Cup this year with his group BTS,546,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"NOW ITS GONNA BE BTS 
who is here after the announcement ??",1176,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Here after the BTS in half-time announcement🎉🎉,781,0.375,0.0,0.625,0.6597,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"Thanks fifa for dropping 'lighter', otherwise we wouldn’t realise how peak it was 😭",5301,0.145,0.155,0.7,-0.0516,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,We didn't appreciate this world cups soundtrack enough bro😭,8216,0.0,0.349,0.651,-0.6551,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,How many of you came here after the news that BTS is co-headlining fifa world cup this year???,202,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Even Jungkook haters missing him after hearing the 2026 world cup song 😭🔥,4203,0.0,0.476,0.524,-0.872,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Blessing my ear after the 2026 world cup song☠️,3965,0.225,0.0,0.775,0.4939,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,I didn’t appreciate jungkook and fahad enough 😭 yes I came back from THAT World Cup song,1539,0.22,0.127,0.653,0.3182,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"0% nudity
0% drugs
0% Ai
0% twerking 
100% Dreamers",985,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Who came here to cleanse their ears from the 2026 song?,7449,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"can they contact jungkook again bruh

well they actually did im cryingggdkf",11786,0.16,0.0,0.84,0.2732,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Jungkook come on! save the world cup again!,3903,0.351,0.0,0.649,0.5837,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"First Kpop soloist ..Jungkook, First K-pop group…BTS",372,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Came here to heal my ears after hearing that WC 2026 song😭,2815,0.0,0.181,0.819,-0.4767,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Jungkook is the first Asian artist in history to headline the official soundtrack of a FIFA world cup opening ceremony. JUNGKOOK PAVED THE WAY !!!,183,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Now everyone realised Jungkook and this song value this is a diamond bro 😭😭😭,1350,0.154,0.299,0.547,-0.6705,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,The most successful Asian soloist,25,0.506,0.0,0.494,0.624,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,This is 100x BETTER than lighter 💔💔💔💔😭😭,3082,0.425,0.387,0.187,0.5904,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,We dream for a better 2026 song 😭😭,4264,0.244,0.308,0.448,-0.3182,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Had to revisit this after my ears got violated by the 2026 song 💔,1454,0.185,0.286,0.529,-0.3182,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,the best World Cup song i ever heard after Waka Waka,17,0.296,0.0,0.704,0.6369,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Jungkook haters now appreciate this soundtrack after hearing truck driver song🤷‍♂️,1434,0.143,0.169,0.688,-0.128,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Who all are here after listening to the new world cup song💀,7891,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Song so goated that even the bts haters loved it and begging to contact him to sing again for FIFA,484,0.155,0.127,0.717,0.1779,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Jungkook joins Shakira as the only artists in history to perform multiple times at the FIFA World Cup. LEGENDS🐐x🐐,109,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Jungkook and fahad!! We need you two!!😭,700,0.0,0.322,0.678,-0.6449,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"Nah I remember when yall hated this song saying ""I only like the arabic part"" 💀 I mean karma comes back to everyone 🤷‍♀️",549,0.078,0.174,0.748,-0.4767,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,bring this korean guy again for this world cup man😭🙏,1510,0.0,0.181,0.819,-0.4767,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,This song will never get old. This is how you show collaboration between cultures. Never thought Korean and Arabic will sync this well... kudos to the entire team behind this masterpiece.,40,0.274,0.0,0.726,0.8898,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,I knew jk will be needed this 2026 season as well😭😭,412,0.172,0.267,0.56,-0.4939,Negative,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Anyone here today,879,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"This song shows us that no matter your background, religion, nationality or ethnicity, we are all Dreamers.
Who agrees?
Edit: Thank you for 5.6K likes!",11449,0.251,0.036,0.713,0.7444,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Who's watching on 15 May after hearing that BTS are performing fifa 2026,63,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"Who is here, after listening ""the ChatGPT made ah"" FIFA World Cup song?",703,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"This song is not only just for football players, but for all those who chase their dreams...",7598,0.182,0.0,0.818,0.5499,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"Hahaha I'm back to see Jungkook , and you ?",187,0.286,0.0,0.714,0.5574,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Let's get the mv to 500M views yall,12,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"This is bringing whole world together. K pop fans,Footballs,muslims,non muslims,arabs,koreans..I mean that is the real WORLD Cup song,isn't it?",4106,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"Haters be like ""bring back that korean guy!!"" Lol 😂",1126,0.407,0.214,0.378,0.6792,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,Time really flies. Can't believe it's been 2 years since this masterpiece dropped,9795,0.289,0.0,0.711,0.7073,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"There's only one month left until the World Cup, so who's excited? 😭🖐🏻✨",32,0.27,0.102,0.628,0.6222,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"I came running after the announcement, I have many records, FIFA you should bring this boy back",2040,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"The World Cup has ended, but this song didn't 🔥",3617,0.221,0.0,0.779,0.3724,Positive,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,My ear had to be cleaned with this after hearing that abomination of a song FIFA chose,1676,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,This song was the only time that made everyone could say that they once did listened to one of bts,48,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,It maybe 2024 but this song will forever remain historical.,1749,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,That's why everyone called him golden maknae of the South  Korea,2954,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,IwzkfMmNMpM,"November 2024, still goosebumps. I'm not a BTS fan but he nailed it. Beautiful performance by jungkook",7183,0.245,0.068,0.687,0.7067,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,We didn't appreciate this song enough bro😭,8290,0.0,0.401,0.599,-0.6551,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Come back to washing my ears after listened the 2026 one,11362,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,The current 2026 song made me want to come here to refresh myself,1458,0.098,0.0,0.902,0.0772,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,2022 FIFA World Cup + Hayya Hayya + FIFA Mobile = Peak Nostalgia 😭,1281,0.0,0.171,0.829,-0.4767,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,This is way better then the 2026 world cup song lighter💀💀,4596,0.195,0.0,0.805,0.4404,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"This song is the perfect example of -- ""Remembering the sun after it sets""",283,0.222,0.0,0.778,0.5719,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Out of all the official songs, 2010's one is the best, but when it comes to official and unofficial World Cup songs, Wavin Flag will remain the best for me!!",97195,0.243,0.0,0.757,0.8745,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,We all came back for the same reason,371,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Came here to clean my ears bruh🥀,4496,0.252,0.0,0.748,0.4019,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Proves that countries that play ACTUAL football have respect in doing it.,462,0.355,0.0,0.645,0.6705,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,World cup + Fifa mobile + Hayya Hayya = PRIME LIFE🔥🔥🔥,3401,0.0,0.396,0.604,-0.7351,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,the comparison with the 2026 World Cup song is between Pluto and the sun,54,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Can't believe it has been 1 year since one of the most memorable World Cup I have watched!,4430,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,1096 days ago: Best Final,2553,0.512,0.0,0.488,0.6369,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Feels like yesterday 😢,4524,0.291,0.36,0.349,-0.1531,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Ladies and gentlemen, it’s nearly that time of year. 50 Days left until the 2026 FIFA WC, hoping this year will be as peak as the",11,0.101,0.0,0.899,0.4215,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Hayya hayya is way better than lighter,1270,0.326,0.0,0.674,0.4404,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Perhaps i treated you too harshly 2022 WC song😢,3781,0.0,0.237,0.763,-0.4767,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Just came here to refresh my mind after I saw the new world cup theme song,285,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,The best World Cup I've ever seen.!😌✨,2,0.573,0.0,0.427,0.8553,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Maturity is understanding how valuable,peaceful and melodious this track is without any  extra fancy stuff that you come years after to listen to it again & again!",729,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Nostalgia of fifa mobile ❤😊🥲,1664,0.56,0.0,0.44,0.8807,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Football is not just a sport, It is an emotion. ❤️",5087,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,4 years have been passed what a nostlgic song it is from WORLD CUP to fifa game.. full memories,8,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"WHAT A WORLD CUP,  WILL STAY IN MY HEART FOREVER",3435,0.318,0.0,0.682,0.6369,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Didn’t expect to see Davido but I’m here for it
Qatar22✊🏾",851,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"This world Cup is never going to be forgotten. Especially the final. The lead from Argentina. The comeback from France. The extra time goals and the legendary save from emi Martinez to keep Argentina in it. The penalties, Messi lifting the trophy and the majestic words from Peter Drury.

I miss the world Cup already",2645,0.055,0.06,0.886,0.1779,Positive,['Argentina'],[]
FIFA World Cup 2026,vyDjFVZgJoo,Fifa Mobile were the ones who raised us and watched us grow up❤,7,0.231,0.0,0.769,0.6369,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"NAH BROOOOOO, THE NOSTALGIA 😭❤❤",2906,0.407,0.254,0.339,0.633,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,who came to revive from lighter new fifa wc song,2865,0.211,0.0,0.789,0.34,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Everyday makes me realize world cup 2022 was unreal. Absolutely magical from cultural diversity to respect.,620,0.171,0.0,0.829,0.4767,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"This low-key absolutely CLEARS Dai Dai. But I'm happy that we got an improvement from lighter. Don't be sad it's over, be happy it happened 🎉",3,0.519,0.0,0.481,0.974,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"0.1%song
99.9% nostalgia

Sorry guys i heard the 2026 wc song 11 times",837,0.0,0.098,0.902,-0.0772,Negative,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"I remember when the song was first released, people used to say that it didn't have the vipe of world cup....
In the end, it brings us alot of nostalgia and joy❤",794,0.2,0.0,0.8,0.8402,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Suerte a mi hermanos Sudamericanos, Brasil, Argentina, Uruguay, Ecuador y ojala Peru!!!

Saludos de una Colombiana que los va a apoyar!!",3346,0.0,0.0,1.0,0.0,Neutral,"['Argentina', 'USMNT', 'Brazil']",[]
FIFA World Cup 2026,vyDjFVZgJoo,It’s been officially 4 years since this song dropped. Man how time flies.,5,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"2010,2014 World Cup Songs were Masterpiece..🥰",2732,0.588,0.0,0.412,0.9081,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"It doesn't matter if you like it or not
In a few years the nostalgia will hit you like a truck",1923,0.208,0.045,0.748,0.6028,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"This is the legend Redone, always distinguished musically and artistically .I m proud I m  morrocan 😀🇲🇦🇲🇦 we love you redone",188,0.34,0.0,0.66,0.8689,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Who's here b4 the world cup starts 😊,7,0.375,0.0,0.625,0.7184,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Fifa world cup songs are always integrating together culture and tradition from all over the world. So many emotions from different parts of the world, different players belonging to different countries, religion, race, caste and creed joining together to play alongside each other in making them Victorious.",711,0.05,0.0,0.95,0.34,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"FIFA World cup song ❌
FIFA Mobile song ✅",4988,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Stressful schedule, classes and whatnot, but then, you come home to this treat. Football fans feel this to the core. A world cup is always special. No matter what. This time in Qatar, maybe someday in the middle of the Pacific, it's FOOTBALL, IT'S OUR HEART. Never doubt that ✊❤️",242,0.256,0.048,0.696,0.952,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,The best fifa world cup song of a time.❤❤,4,0.558,0.0,0.442,0.9274,Positive,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"The nostalgia..


RIP FIFA MOBILE",1355,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,Missing old days fifa mobile 😭 those days were best,1524,0.227,0.286,0.486,-0.0258,Neutral,[],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Desde Colombia total apoyo a las selecciones latinoamericanas
🇧🇷🇪🇨🇲🇽🇦🇷🇺🇾
Y 🇵🇪 Mucha suerte y espero puedan ingresar con el repechaje",2538,0.0,0.0,1.0,0.0,Neutral,['USMNT'],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Hola,vengo a recordarte por cada vez que me olvidé,me hiciste llorar y disfrutar como ningún mundial y más ver a mi selección argentina campeona! Por y para siempree",1,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Que alegría tremenda volver a escuchar una canción del mundial, a contar los días... ¡Aguante Argentina!",558,0.0,0.0,1.0,0.0,Neutral,['Argentina'],[]
FIFA World Cup 2026,vyDjFVZgJoo,"Una canción que quedará para la historia,  una canción que hará latir de emoción a un argentino cada vez que la escuché!!!
Feliz de pertenecer a esta hermosa nación 🇦🇷😭",425,0.0,0.111,0.889,-0.6093,Negative,[],['Los Angeles']
FIFA World Cup 2026,e8laLiWolGg,Came back to hear the real music after listening to the 2026 one,3340,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,Came here to cry after hearing that commercial break ahh song,1129,0.0,0.237,0.763,-0.4767,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,"May USA never have any part in hosting the World Cup ever again.

Sincerely,
An American",2274,0.171,0.0,0.829,0.4767,Positive,['USMNT'],[]
FIFA World Cup 2026,e8laLiWolGg,This is what world cup song should be energetic and iconic,626,0.225,0.0,0.775,0.4404,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,We didn't appreciate this era enough...,282,0.0,0.311,0.689,-0.3089,Negative,[],[]
FIFA World Cup 2026,e8laLiWolGg,Come back to washing my ears after listened the 2026 one,566,0.0,0.0,1.0,0.0,Neutral,[],[]
FIFA World Cup 2026,e8laLiWolGg,We went from this to a WWE theme song 💔💔,1486,0.356,0.263,0.381,0.4939,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Fifa please just reuse this song instead of the new 2026 song💔,471,0.316,0.15,0.534,0.5267,Positive,[],[]
FIFA World Cup 2026,e8laLiWolGg,Anyone December 2025😂,2531,0.325,0.162,0.513,0.4404,Positive,[],[]
